Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
1,1,0,5,1,21,4,2,13,1,1,2,1,0,0,76,1,1
1,1,0,5,1,13,7,2,13,2,1,2,1,0,7,45,1,1
1,1,0,4,1,4,7,2,13,2,2,3,0,3,9,42,2,0
1,2,1,4,2,4,12,2,10,2,4,2,1,3,5,78,0,1
1,2,0,4,2,14,7,2,11,2,1,1,1,0,2,107,2,1
1,1,0,5,1,3,10,1,12,1,1,3,1,0,0,104,1,1
1,1,0,6,1,21,7,2,12,2,1,2,1,4,0,116,1,1
1,1,0,3,1,21,7,2,13,2,2,0,0,3,0,41,3,0
1,2,0,5,1,3,5,2,9,2,1,3,0,0,0,94,1,1
1,2,0,7,1,10,6,1,13,2,4,2,1,0,3,87,0,0
1,1,0,5,1,16,1,2,13,2,1,2,0,0,8,144,0,1
1,2,1,4,2,3,3,1,0,1,3,1,1,0,4,50,1,1
1,1,0,4,1,12,10,2,13,1,4,1,1,0,0,33,0,0
1,1,0,4,1,12,1,2,12,1,3,2,0,0,0,72,2,1
1,2,0,5,2,21,7,2,11,2,1,2,0,0,0,70,1,1
1,1,0,7,1,4,1,2,6,2,1,2,1,3,9,49,1,0
0,1,0,4,1,13,2,2,2,2,1,3,1,1,11,27,0,1
1,2,0,5,1,16,4,1,11,2,1,0,1,0,7,90,1,1
0,2,0,5,1,16,12,2,13,2,1,4,0,0,8,77,2,1
1,2,0,7,1,14,3,1,7,1,1,1,1,0,0,39,0,1
1,2,1,5,1,3,4,1,12,2,1,2,1,0,0,101,1,0
1,1,0,4,1,21,2,2,10,2,1,2,1,1,0,18,0,0
0,2,0,5,1,4,5,2,14,2,1,2,0,3,8,101,2,1
1,1,0,4,1,11,4,2,12,1,1,1,1,0,0,48,0,1
0,2,1,6,1,1,7,1,13,2,2,2,0,0,7,132,2,1
0,1,0,1,1,1,1,2,14,2,3,4,0,1,8,78,2,0
1,1,0,1,1,15,11,2,3,1,3,2,1,2,0,38,0,1
1,1,0,5,1,14,12,1,13,1,1,2,1,0,0,53,3,1
1,1,0,4,1,13,9,1,12,2,1,1,1,3,0,63,0,1
1,2,1,5,1,14,1,2,12,1,1,1,1,0,0,104,0,1
1,2,1,5,1,0,3,2,11,1,1,1,1,3,5,122,1,1
1,2,1,5,2,19,5,1,8,2,1,1,0,0,7,124,0,1
1,2,0,7,1,16,1,1,12,2,1,1,1,3,0,75,0,1
0,1,0,5,1,1,9,2,13,2,1,3,1,0,8,113,1,1
1,1,0,5,1,16,4,2,12,2,1,2,1,4,2,51,0,1
1,2,0,4,2,16,1,2,12,2,0,1,1,0,0,-15,3,0
1,2,0,5,1,13,5,1,12,2,1,2,1,3,0,62,0,1
1,1,0,4,2,14,7,2,12,2,3,2,1,0,0,30,2,0
1,1,1,4,1,4,1,1,6,2,1,5,1,0,0,76,0,1
1,1,1,2,1,13,12,1,2,2,1,1,1,0,0,-2,0,1
1,1,1,4,1,8,2,1,13,2,1,3,1,0,0,-8,0,1
1,1,1,2,1,15,12,1,6,2,1,3,1,0,0,0,0,1
1,1,0,4,1,13,2,1,2,2,1,2,1,0,0,32,0,1
1,1,0,2,1,18,9,1,10,2,1,2,1,0,0,6,0,1
1,1,1,4,1,8,1,1,13,2,1,5,1,0,0,71,0,1
1,1,1,4,1,12,12,1,1,2,4,2,1,1,0,40,0,1
1,1,1,2,1,8,1,1,12,2,1,2,1,0,0,7,0,1
1,1,1,2,1,12,2,1,10,1,1,2,1,1,0,-20,0,1
1,1,1,4,1,4,3,1,1,2,1,5,1,0,0,34,0,1
1,1,1,4,1,15,12,1,3,2,1,2,1,0,0,92,0,1
1,1,1,2,1,11,9,1,6,2,1,1,1,0,0,32,0,1
1,1,1,2,1,18,12,1,6,2,1,1,1,0,0,62,0,1
1,2,1,2,1,5,3,1,6,2,1,2,1,0,7,59,0,1
1,1,0,4,1,1,12,1,9,2,1,3,1,0,0,134,0,1
1,1,1,4,1,12,1,2,10,2,1,4,1,0,0,79,0,1
1,1,0,4,1,20,10,1,5,2,1,4,1,0,0,96,0,1
1,1,1,2,1,13,9,1,6,1,1,1,1,0,0,80,0,1
1,1,0,5,1,12,5,1,13,2,1,2,1,3,8,78,0,1
1,1,0,4,1,11,11,1,13,2,2,1,1,0,0,29,0,1
1,1,0,4,1,1,8,2,13,2,2,2,1,0,10,156,0,1
1,1,0,4,1,19,4,2,10,1,1,-2,1,0,0,-16,0,1
1,1,0,4,1,1,6,2,12,2,2,1,1,0,0,8,0,1
1,1,0,2,1,13,12,1,12,1,1,1,1,0,0,-60,0,1
1,1,0,5,1,14,5,2,13,2,1,2,1,0,0,66,0,1
0,1,0,5,1,20,5,2,13,1,1,1,1,0,0,13,0,1
1,1,0,4,1,16,12,2,13,2,0,2,1,0,0,-12,0,1
1,1,0,4,1,13,4,2,13,1,1,1,1,0,0,-38,0,1
1,1,0,5,1,14,12,2,14,2,1,1,1,0,0,45,0,1
1,1,0,5,1,15,3,2,13,2,2,1,1,0,0,-58,0,1
1,1,0,4,1,16,11,1,13,1,1,0,1,0,0,6,0,1
1,1,0,6,1,0,10,2,14,2,1,4,1,3,8,137,0,1
1,1,0,4,1,4,5,2,8,2,1,4,1,3,2,173,0,1
1,1,0,4,1,14,12,1,13,2,1,2,1,0,7,137,0,1
1,1,1,5,1,4,6,2,10,2,1,2,1,1,0,-61,0,1
1,1,0,7,1,15,12,1,13,2,1,0,1,0,10,76,0,1
1,1,0,5,1,16,5,2,13,2,1,2,1,0,9,26,0,1
1,1,1,4,1,13,9,1,13,2,1,3,1,0,0,101,0,1
1,1,0,4,1,0,9,1,6,1,1,4,1,0,0,139,0,1
1,1,0,4,1,11,7,1,8,2,1,3,1,0,0,60,0,1
1,1,0,4,1,13,7,1,12,2,1,1,1,0,0,-84,0,1
1,1,1,5,1,8,3,1,8,2,1,3,1,0,0,1,0,1
1,1,0,4,2,13,4,1,10,2,1,1,1,0,0,-13,0,1
1,1,1,4,2,13,9,1,12,1,1,1,1,0,0,32,0,1
1,1,0,4,1,21,7,1,7,2,1,3,1,0,0,-68,0,1
1,1,1,2,1,13,3,1,12,1,1,1,1,0,0,-14,0,1
1,1,0,4,1,0,10,2,10,2,2,3,1,3,0,175,0,1
1,1,1,7,1,12,10,1,13,2,1,5,1,2,0,132,0,1
1,1,0,4,1,16,6,1,11,2,1,2,1,4,7,224,0,1
1,1,0,4,1,13,4,1,7,1,1,1,1,0,0,98,0,1
1,2,1,5,1,14,9,1,12,2,1,5,1,0,0,17,0,1
1,1,1,4,1,21,8,1,13,2,1,1,1,0,0,117,0,1
1,1,0,4,1,14,7,2,12,2,1,3,1,4,0,112,0,1
1,1,0,4,1,21,7,1,9,1,2,2,1,3,0,141,0,1
0,2,1,2,1,0,9,1,13,2,1,4,1,0,5,144,1,1
1,1,1,4,1,10,7,1,4,2,1,2,1,0,0,112,0,1
1,1,1,4,1,11,11,2,13,2,1,1,1,0,0,-54,0,1
1,1,0,5,1,18,12,2,13,2,1,1,1,0,0,-72,0,1
0,1,0,2,1,18,5,1,13,1,1,2,1,0,0,78,0,1
1,1,1,5,1,16,1,2,13,2,1,2,1,0,0,-66,0,1
1,2,1,5,1,6,5,1,6,1,1,3,1,0,7,164,0,1
1,1,0,5,1,4,3,1,4,1,1,2,1,4,7,177,0,1
1,1,0,5,1,18,4,2,13,2,1,1,1,0,0,-6,0,1
0,1,0,7,1,13,9,2,13,1,1,3,1,3,11,11,0,1
0,1,0,2,1,20,11,2,13,2,1,1,1,0,0,-28,0,1
1,1,0,5,1,9,4,2,13,1,1,2,1,3,5,103,0,1
1,1,1,5,1,7,11,2,13,2,1,4,1,0,0,9,0,1
0,1,0,3,1,20,4,1,13,2,1,4,1,3,7,255,0,1
1,1,0,3,1,13,5,2,13,2,1,3,1,0,0,-36,0,1
1,1,0,5,1,22,5,2,13,1,1,1,1,0,0,-134,0,1
1,1,0,5,1,14,1,2,13,2,1,1,1,0,0,-63,0,1
1,1,1,2,1,10,5,1,9,1,1,2,0,3,7,372,0,0
1,2,1,5,1,3,1,1,13,2,1,0,1,0,0,-276,0,1
1,1,1,5,1,18,4,1,13,2,1,1,1,3,7,134,0,1
1,1,0,4,1,0,7,2,13,1,1,4,0,3,5,193,0,1
1,1,1,5,1,10,10,1,13,2,1,2,1,0,0,-2,0,1
1,1,1,5,1,13,9,1,12,2,1,1,1,3,0,164,0,1
1,1,1,5,1,16,9,1,12,2,1,4,1,0,0,-67,0,1
1,1,0,4,1,14,2,2,12,2,1,3,1,0,0,53,0,1
1,1,1,5,1,14,3,1,12,1,1,2,1,3,0,119,0,1
1,1,1,5,2,7,10,1,11,2,1,3,1,3,7,85,0,1
1,1,0,4,1,4,9,1,12,2,1,3,1,3,0,98,0,1
1,1,0,4,1,10,10,1,4,1,2,0,1,0,2,141,0,1
1,1,0,4,1,14,10,2,4,2,3,1,1,0,0,-193,0,1
1,1,1,5,1,8,12,1,12,2,1,3,1,3,10,186,0,1
1,2,1,5,1,16,7,1,13,2,1,4,1,0,0,3,0,1
1,1,1,5,2,9,9,1,6,2,1,5,1,3,7,346,0,1
1,1,0,4,1,0,5,1,12,2,1,1,1,0,0,-95,0,1
1,1,0,4,1,8,10,2,7,2,3,3,1,3,0,231,0,1
1,1,0,4,1,13,9,2,13,2,1,0,1,0,0,-89,0,1
1,1,0,4,1,4,3,2,12,2,1,3,1,0,0,-138,0,1
1,1,0,4,1,15,10,2,9,1,2,3,1,3,2,320,0,0
1,1,0,4,1,11,2,1,3,1,1,1,1,0,0,140,0,1
1,1,0,4,1,21,12,2,12,2,1,1,1,0,0,-336,0,1
