Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
0,1,1,5,2,13,2,2,11,1,3,1,0,2,0,49,0,1
1,2,0,6,1,6,10,1,12,2,1,2,1,0,2,-4,1,1
1,1,1,4,1,0,10,2,8,1,1,2,0,2,0,37,2,1
1,2,0,4,1,3,8,2,9,2,1,2,1,0,2,26,0,1
1,2,1,7,1,20,9,1,1,1,3,2,1,4,0,40,3,0
0,2,0,6,2,13,4,1,4,1,1,3,1,2,0,62,1,1
1,1,1,2,2,0,11,2,8,2,2,2,0,1,10,28,3,1
1,1,1,5,1,13,3,2,14,2,1,3,1,3,0,33,0,1
1,2,0,5,1,17,10,1,12,1,4,1,1,3,0,42,0,0
1,1,1,4,1,6,6,2,13,2,1,3,1,0,7,66,2,1
0,2,0,6,1,20,9,1,13,2,0,3,0,3,9,2,1,0
1,2,1,4,1,12,10,2,9,2,3,1,1,1,8,31,0,1
0,2,1,5,1,13,8,1,11,1,1,2,1,3,0,-13,2,1
1,1,1,4,1,13,5,1,8,2,3,3,0,4,0,-14,3,1
0,1,1,4,2,11,3,2,11,2,1,3,1,4,0,1,0,1
1,1,0,3,1,14,6,1,12,2,0,2,1,3,0,90,1,1
1,1,1,6,2,15,1,1,12,2,1,3,1,1,0,94,2,1
1,1,1,5,1,10,1,2,10,2,1,0,1,0,4,49,0,1
1,1,1,4,1,0,5,1,12,1,1,2,1,1,11,63,2,1
1,2,0,6,1,19,1,1,12,2,1,5,1,0,0,86,2,1
1,2,1,4,2,17,12,2,3,1,1,3,1,3,0,36,0,0
1,1,1,4,1,10,7,2,12,2,2,2,1,1,9,71,1,1
1,1,0,2,1,16,10,1,12,2,4,2,1,2,9,55,1,1
0,2,1,4,1,20,9,2,13,1,1,4,1,3,7,45,0,1
1,1,1,6,1,1,5,2,1,1,1,3,1,4,0,-17,3,0
0,2,1,1,1,6,2,1,8,2,0,3,1,3,0,33,1,1
1,1,1,1,1,7,5,1,13,2,1,2,0,0,0,39,2,1
1,2,1,4,2,21,8,2,13,2,1,3,1,0,10,30,1,1
1,1,1,6,2,13,1,1,6,2,1,3,1,0,7,65,0,1
1,2,0,6,1,21,5,1,12,2,1,3,0,0,5,13,2,1
0,1,1,4,2,13,9,1,9,1,1,2,1,2,8,9,0,1
1,1,1,2,2,10,3,2,6,2,2,2,0,0,0,9,0,1
1,1,1,4,1,13,8,1,13,1,1,3,1,3,0,46,0,1
1,1,1,2,1,12,10,2,12,1,2,2,1,1,0,61,1,1
1,2,0,6,1,4,6,1,13,2,0,3,1,3,8,0,2,1
1,1,0,7,1,19,5,1,0,2,1,4,1,3,7,49,2,1
1,1,1,3,1,13,11,2,1,1,1,2,1,1,7,66,0,1
1,1,0,1,1,18,10,2,12,2,0,2,1,0,3,16,2,0
1,1,0,4,1,10,11,1,5,1,1,0,1,0,0,54,0,1
1,1,0,6,2,3,9,2,6,2,1,3,1,0,3,40,0,1
1,1,0,4,1,14,9,1,12,1,1,2,1,1,0,99,0,1
1,1,0,4,1,13,3,1,13,2,1,2,1,0,0,-33,0,1
1,1,1,4,1,11,11,1,1,1,2,3,1,4,0,71,0,1
1,1,0,4,1,13,4,1,4,2,1,1,1,0,0,-8,0,1
1,1,0,4,1,14,8,1,14,1,1,1,1,3,0,67,0,1
0,1,1,6,1,13,8,1,1,2,1,2,1,0,7,64,0,1
1,1,1,7,1,10,3,1,12,2,2,2,1,1,0,80,0,1
1,1,0,4,1,4,9,1,1,2,1,3,1,0,0,73,0,1
1,1,0,4,1,2,9,2,4,2,1,2,1,0,0,0,0,1
1,1,0,6,2,3,2,2,8,2,1,2,1,0,2,6,0,1
1,1,1,4,2,14,1,1,9,2,1,3,1,0,0,91,0,1
1,1,0,4,1,22,1,1,9,2,1,1,1,0,10,49,0,1
1,1,0,4,1,3,8,2,8,2,1,1,1,0,10,-5,0,1
1,1,1,7,1,11,7,1,1,2,1,1,1,1,0,111,0,1
1,1,0,4,1,15,5,1,13,1,0,2,1,1,0,-23,1,1
1,1,0,4,1,22,8,2,4,1,1,3,1,0,0,4,0,1
0,1,0,6,1,2,8,1,12,2,1,2,1,0,5,-4,0,1
1,1,1,7,1,0,2,2,12,2,1,4,1,0,7,72,0,1
1,1,1,5,1,16,12,2,12,2,1,2,1,0,9,57,3,1
1,1,0,5,1,8,6,1,13,2,1,3,1,0,0,36,0,1
1,1,0,1,1,13,11,2,7,2,1,3,1,0,0,26,0,1
1,1,0,5,1,13,10,1,13,2,1,3,1,0,0,70,0,1
1,1,0,5,1,13,4,1,13,2,1,1,1,0,0,95,0,1
1,1,0,1,1,0,10,1,13,2,1,3,1,0,0,19,0,1
1,1,1,5,1,2,2,2,13,2,1,1,1,0,7,111,0,1
1,1,1,5,1,22,2,2,11,2,1,3,1,0,0,51,0,1
1,1,1,5,1,13,11,2,13,2,1,2,1,0,0,60,0,1
1,1,0,5,1,13,11,1,13,2,1,2,1,0,0,2,0,1
1,1,1,5,1,13,4,1,12,1,3,1,1,0,0,107,0,1
1,1,0,7,1,6,10,2,13,2,1,3,1,0,0,153,0,1
1,1,0,5,1,16,6,1,12,2,1,3,1,1,0,75,0,1
0,1,1,5,1,13,2,2,13,2,1,2,1,0,3,74,0,1
1,1,0,5,1,13,3,2,13,2,1,2,1,0,0,-41,0,1
1,1,0,3,1,14,10,1,12,2,1,3,1,0,0,16,0,1
1,1,1,5,1,10,2,1,13,2,1,3,1,0,0,80,0,1
1,2,1,5,1,13,6,2,13,1,1,3,1,0,0,13,0,1
1,1,0,4,1,11,2,2,5,2,1,1,0,3,3,87,0,1
1,1,0,4,1,19,8,1,13,2,1,2,1,0,0,29,0,1
1,1,0,4,1,13,1,1,12,1,1,0,1,0,0,46,3,1
1,1,0,4,1,3,12,2,10,2,1,1,1,0,0,78,0,1
1,1,0,4,1,16,12,1,13,2,1,1,1,3,0,66,0,1
1,1,0,4,1,16,12,1,7,2,1,2,1,0,0,27,0,1
1,1,1,5,1,7,1,2,7,1,1,1,1,4,0,168,0,1
1,1,0,4,1,15,1,1,14,2,1,2,1,0,2,104,0,1
1,1,0,4,1,3,8,1,2,2,1,2,1,0,0,23,0,1
1,1,0,2,1,7,8,1,8,2,1,2,1,0,0,78,0,1
1,2,0,4,1,16,12,2,10,2,1,2,1,0,3,112,0,0
1,1,0,4,1,8,11,1,7,1,1,1,1,0,0,0,0,1
1,1,0,5,1,13,2,2,12,2,1,1,0,0,2,52,0,1
1,1,0,4,1,19,8,1,13,2,1,2,1,0,10,77,0,0
1,2,0,4,1,10,8,1,7,1,1,1,1,0,0,-46,0,1
1,1,1,4,1,7,2,2,9,2,1,3,0,0,7,89,0,1
1,1,0,4,1,16,2,2,2,2,1,2,1,0,5,85,0,1
1,1,0,4,1,11,3,1,13,1,1,2,1,0,0,-50,0,1
1,1,1,7,2,7,4,1,7,2,1,2,0,4,0,111,0,1
1,1,0,6,1,13,4,2,4,1,4,3,0,0,0,-30,0,1
1,1,0,3,1,13,4,1,8,2,1,2,1,3,0,44,0,1
1,1,0,6,1,14,8,2,0,2,1,3,1,0,0,48,0,1
1,1,1,5,1,13,4,2,13,2,1,2,1,0,0,90,0,1
1,1,1,5,1,13,11,2,4,2,1,3,1,0,0,107,0,1
1,1,0,7,1,6,3,1,13,1,1,3,1,0,4,14,0,1
1,1,1,3,1,13,4,2,12,1,1,1,1,0,5,12,0,1
1,1,0,2,2,16,3,1,12,2,3,2,1,0,0,-42,2,1
1,1,1,5,2,7,5,1,9,2,1,2,1,0,10,124,0,1
0,1,0,4,1,4,5,1,13,2,1,4,1,0,0,-107,0,1
1,1,0,6,1,13,10,1,13,2,1,5,1,0,4,-83,0,1
1,1,1,3,1,10,5,2,11,2,1,2,1,0,0,63,0,1
1,1,0,4,1,12,3,1,12,2,1,3,1,0,0,-64,0,1
1,1,0,6,1,5,9,2,13,2,1,5,1,0,0,-38,0,1
1,1,0,7,1,18,4,2,13,1,2,2,1,4,0,114,0,1
1,1,0,4,1,10,9,1,13,2,1,2,1,4,0,47,0,1
1,1,1,5,1,6,2,2,12,1,3,1,1,3,9,160,0,1
1,2,0,1,2,16,12,1,11,2,1,2,1,0,0,40,0,1
1,1,0,5,1,9,6,2,7,1,1,1,1,0,0,31,0,1
1,1,0,2,1,7,5,1,13,2,1,2,0,0,7,105,0,1
1,1,1,5,1,1,10,2,12,2,1,-1,1,0,0,113,0,1
1,2,1,5,1,16,10,1,12,1,1,2,1,0,9,144,0,1
1,1,0,2,1,7,12,1,13,2,1,1,1,0,0,30,0,1
1,1,0,4,1,16,10,1,12,2,1,3,1,0,0,-92,0,1
1,1,0,4,1,16,8,1,13,1,1,1,1,0,0,19,0,1
1,1,1,5,1,8,10,1,13,2,1,3,1,0,10,4,0,0
1,1,0,4,1,6,2,2,5,2,1,2,0,3,7,302,0,1
1,1,0,4,1,13,12,1,2,2,1,0,1,3,6,158,0,1
1,2,0,4,1,20,1,1,13,1,2,0,0,0,3,31,0,1
1,1,1,5,1,7,9,2,13,2,1,3,1,0,0,86,0,1
1,1,0,4,1,16,8,1,13,2,1,2,1,3,9,73,0,1
1,1,0,4,1,2,8,2,11,2,1,1,1,3,3,130,0,1
1,1,0,4,1,2,6,2,12,2,1,2,1,0,0,57,0,1
1,1,0,4,1,16,3,1,12,1,1,1,1,0,0,81,0,1
1,1,0,5,1,2,8,1,13,2,1,4,0,0,0,-121,0,0
1,1,1,5,1,7,5,1,9,2,1,3,0,0,0,115,0,1
1,1,1,5,1,16,7,1,12,1,1,0,1,0,0,106,0,1
1,1,0,4,1,7,9,1,13,2,1,2,1,0,0,-45,0,1
1,1,0,5,1,0,8,2,13,2,1,3,1,0,7,78,0,1
1,1,0,1,1,22,6,2,4,2,2,2,1,3,7,202,0,1
1,1,0,4,1,8,3,1,13,2,1,1,1,0,0,151,0,1
1,1,0,4,1,0,9,2,2,2,1,3,1,0,0,163,0,1
1,1,0,4,1,5,3,2,13,2,1,1,1,0,4,114,0,1
1,1,0,7,1,16,7,2,10,2,1,1,1,0,0,-106,0,1
1,1,0,4,1,19,3,2,13,2,1,1,1,3,0,157,0,1
1,1,0,4,1,13,2,2,13,1,1,3,1,0,0,-86,0,1
1,1,0,4,1,5,2,2,4,2,1,1,1,0,0,-47,3,1
1,1,0,4,1,8,6,1,12,2,1,2,1,3,7,360,0,1
1,1,1,5,1,13,8,2,12,2,1,4,1,0,0,-34,0,1
1,1,1,5,2,5,2,1,13,1,1,0,1,0,0,-205,0,1
1,1,0,4,1,13,2,2,12,2,1,2,1,0,0,-66,0,1
1,1,0,4,1,0,2,2,13,2,1,3,1,0,0,-175,0,1
1,1,0,3,1,9,6,1,4,2,1,1,1,3,3,134,0,1
1,1,1,5,1,13,6,2,13,2,1,3,1,0,7,227,0,1
1,1,0,4,1,7,6,2,13,2,1,2,1,0,0,-57,0,1
1,1,0,4,1,6,1,2,13,1,1,2,1,0,0,131,0,1
1,1,0,5,1,18,11,1,13,2,1,2,1,0,0,220,0,1
1,1,0,4,1,13,1,1,12,1,1,4,1,3,5,105,0,1
1,1,1,1,1,20,2,2,5,2,1,3,0,0,0,-233,0,1
1,1,1,5,1,18,9,1,14,1,1,3,1,3,5,324,0,1
1,2,1,5,1,13,8,1,12,1,1,4,1,0,0,-201,0,1
