PAYMENT-DAY,QUANT-ADDITIONAL-CARDS,POSTAL-ADDRESS-TYPE,SEX,MARITAL-STATUS,QUANT-DEPENDANTS,EDUCATION-LEVEL,FLAG-RESIDENCIAL-PHONE,RESIDENCE-TYPE,MONTHS-IN-RESIDENCE,FLAG-MOBILE-PHONE,FLAG-EMAIL,PERSONAL-MONTHLY-INCOME,OTHER-INCOMES,FLAG-VISA,FLAG-MASTERCARD,FLAG-DINERS,FLAG-AMERICAN-EXPRESS,FLAG-OTHER-CARDS,QUANT-BANKING-ACCOUNTS,QUANT-SPECIAL-BANKING-ACCOUNTS,PERSONAL-ASSETS-VALUE,QUANT-CARS,COMPANY,FLAG-PROFESSIONAL-PHONE,MONTHS-IN-THE-JOB,OCCUPATION-TYPE,FLAG-HOME-ADDRESS-DOCUMENT,FLAG-RG,FLAG-CPF,FLAG-INCOME-PROOF,PRODUCT,FLAG-ACSP-RECORD,AGE,class-label
25,0,2,1,7,1,0,Y,1.0,12,N,0,-301,23,0,0,1,1,1,1,0,-1846,1,Y,Y,0,5.0,0,0,0,0,2,N,0,0
15,0,1,1,5,2,0,N,5.0,9,N,1,2016,130,0,0,1,0,1,1,0,5230,1,N,N,1,2.0,0,0,0,0,7,N,0,0
5,0,1,0,2,1,0,Y,0.0,14,N,0,2052,105,1,0,0,0,0,0,1,-1129,1,N,N,0,0.0,0,0,0,0,7,N,1,0
10,0,2,0,3,1,0,Y,2.0,11,N,0,-1672,-14,0,1,0,0,0,1,0,1627,1,Y,N,0,2.0,0,0,0,0,2,N,0,1
1,0,1,0,3,1,0,Y,5.0,14,N,0,-4087,473,1,1,0,1,0,1,0,-2696,1,N,N,0,5.0,0,0,0,0,2,N,0,1
20,0,2,0,3,1,0,Y,2.0,15,N,0,1296,182,1,0,0,0,0,0,1,-1522,1,Y,N,0,0.0,0,0,0,0,2,N,1,1
1,0,1,0,0,1,0,N,4.0,14,N,1,-1327,-120,0,1,1,1,0,0,0,-279,1,N,N,0,2.0,0,0,0,0,1,N,1,0
5,0,2,1,0,1,0,N,0.0,8,N,0,2256,-57,0,0,0,0,0,0,1,5551,1,Y,N,0,0.0,0,0,0,0,1,N,0,0
10,0,2,1,7,1,0,N,0.0,12,N,0,-1365,297,0,1,0,0,0,0,0,4193,1,N,N,1,3.0,0,0,0,0,2,N,1,0
10,0,1,0,6,2,0,Y,0.0,11,N,0,3085,-57,1,0,0,1,1,1,1,4585,1,Y,Y,1,4.0,0,0,0,0,1,N,1,0
20,0,1,1,7,1,0,Y,4.0,15,N,1,2126,860,0,1,1,0,0,0,0,-796,1,Y,Y,1,3.0,0,0,0,0,1,N,0,0
1,0,2,0,5,1,0,N,3.0,4,N,1,1958,29,1,1,0,0,0,1,1,-1728,1,N,N,0,3.0,0,0,0,0,2,N,1,1
15,0,1,0,6,1,0,Y,5.0,10,N,1,-234,-311,1,1,1,1,0,1,0,780,1,Y,N,0,3.0,0,0,0,0,2,N,1,1
1,0,2,1,3,1,0,N,0.0,10,N,1,2121,-129,1,0,0,0,0,0,0,1956,1,Y,Y,1,1.0,0,0,0,0,2,N,1,1
15,0,1,1,7,1,0,Y,2.0,9,N,1,-205,178,1,0,1,0,1,0,1,-1051,1,N,Y,1,4.0,0,0,0,0,7,N,0,0
10,0,1,0,2,1,0,Y,4.0,10,N,0,-1450,-18,1,0,0,1,0,1,0,-1834,1,Y,Y,0,2.0,0,0,0,0,1,N,1,1
