Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
39,1,2,6,1,13,6,1,4,2,1,1,1,4,2,60,0,1
39,1,1,1,1,5,3,2,13,1,1,2,1,1,3,40,0,1
37,1,2,1,1,3,4,2,9,2,1,0,1,0,6,47,0,0
37,1,2,1,1,12,7,2,12,2,3,4,1,0,8,90,3,1
40,1,1,4,1,9,3,2,5,2,1,3,1,2,6,8,1,0
37,1,2,4,1,13,3,1,9,2,1,2,1,0,0,101,0,1
41,2,1,5,1,14,12,2,13,2,0,3,1,0,4,14,0,0
42,2,1,4,1,14,6,2,13,2,1,2,1,2,4,43,2,0
37,1,2,4,2,13,3,1,12,2,4,1,1,4,2,27,0,1
39,1,2,4,1,16,8,2,13,2,0,2,1,0,7,30,0,1
32,1,1,4,1,3,10,1,12,2,1,3,1,0,5,75,0,0
39,2,2,4,1,16,5,2,12,2,1,2,1,0,7,38,0,1
38,1,1,5,2,21,3,2,13,2,1,1,1,0,0,66,1,0
35,1,2,4,1,20,3,2,13,2,1,2,1,0,7,33,0,1
39,2,2,3,1,16,3,1,13,2,1,3,1,0,11,23,0,1
33,1,2,4,1,2,7,2,14,2,1,4,1,0,2,119,0,1
37,2,2,4,1,9,1,1,9,2,1,2,1,0,0,32,1,0
44,1,1,4,1,16,1,2,10,2,0,4,1,0,0,102,0,1
43,1,2,4,2,13,9,1,14,2,1,2,1,2,7,62,1,1
34,1,2,4,1,14,7,2,9,2,1,3,1,0,7,67,0,0
41,2,1,4,2,11,9,2,8,2,2,2,0,2,7,125,1,0
41,1,2,4,1,16,2,2,13,2,1,3,0,0,7,61,1,0
40,1,2,5,1,16,1,2,12,2,1,3,1,0,6,50,0,0
38,2,2,5,1,16,10,1,7,1,1,2,1,0,8,26,0,1
30,1,2,6,1,14,1,2,12,2,1,1,1,0,4,93,0,1
42,1,2,5,1,13,8,1,13,2,4,2,1,3,0,91,0,1
36,1,2,3,2,20,5,2,8,2,2,4,1,1,4,56,3,1
35,2,2,1,1,11,10,2,13,2,1,1,0,2,8,0,0,0
41,1,2,6,2,1,4,2,13,2,2,2,1,3,4,39,1,0
39,1,2,4,1,16,10,1,9,2,2,3,1,0,2,26,0,1
42,1,2,4,1,16,5,1,10,2,1,4,1,0,0,70,0,0
37,1,2,6,1,10,5,1,10,2,1,2,1,0,4,18,0,1
38,1,2,7,2,0,4,2,13,2,2,3,0,4,4,39,3,1
37,1,1,5,1,2,3,2,2,2,3,2,1,0,4,108,1,1
39,1,2,5,1,14,5,2,12,2,1,0,1,0,7,129,0,1
39,2,1,4,1,9,3,1,12,2,1,3,1,0,7,24,0,1
33,1,1,5,1,7,11,2,12,1,1,2,1,0,0,28,0,1
35,1,1,4,1,14,3,2,13,2,1,1,1,0,0,59,0,1
35,1,2,5,1,20,11,2,6,2,1,1,1,0,0,56,0,1
