Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
1,1.0,0,4.0,1.0,11.0,5.0,1.0,12.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0
1,1.0,1,5.0,1.0,13.0,3.0,2.0,12.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,1
1,2.0,0,5.0,1.0,0.0,10.0,2.0,14.0,1.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,4.0,1.0,20.0,11.0,1.0,8.0,1.0,1.0,2.1,1.0,4.0,11.0,379.0,0.0,1
1,1.0,1,5.0,1.0,12.0,1.0,2.0,12.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,4.0,5.0,2.0,12.0,1.0,1.0,1.1,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,13.0,1.0,2.0,12.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,1
1,2.0,0,6.0,1.0,13.0,2.0,1.0,13.0,1.0,1.0,4.1,1.0,0.0,0.0,0.0,0.0,0
1,2.0,1,6.0,1.0,22.0,5.186884,1.0,13.0,1.0,1.0,2.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,13.0,10.0,1.0,12.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,10.0,6.0,2.0,13.0,1.0,1.0,3.1602004,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,0.0,4.0,1.0,13.0,1.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,0
1,1.0,0,5.0,1.0,4.0,5.0,1.0,12.0,1.0,1.0,2.4,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,0.0,9.0,1.0,13.0,1.0,1.0,1.7,1.0,0.0,7.0,0.0,3.0,1
1,1.0,0,4.0,1.0,4.0,3.0,2.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,8.0,2.0,12.0,1.0,1.0,2.7,1.0,0.0,0.0,0.0,0.0,1
0,1.0,1,7.0,1.0,13.0,5.0,1.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,14.0,2.0,1.0,5.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,11.0,9.0,2.0,13.0,1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1
0,1.0,0,5.0,1.0,5.0,12.0,1.0,13.0,1.0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,1
1,2.0,0,4.0,1.0,8.0,1.0,1.0,12.0,1.0,1.0,1.2,1.0,0.0,0.0,0.0,3.0,1
1,1.0,1,7.0,1.0,16.0,9.0,1.0,13.0,1.0,1.0,5.1477942,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,13.0,1.0,2.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,11.0,1.0,2.0,13.0,5.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,22.0,1.0,2.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,12.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0,1.0,1,5.0,1.0,13.0,4.0,2.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,9.0,1.0,12.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,0.0,3.0,1.0,8.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,3.0,0
0,1.0,0,4.0,1.0,10.0,4.0,2.0,10.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,22.0,1.0,2.0,13.0,1.0,1.0,86.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,2.0,1.0,12.0,5.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,6.0,1.0,7.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,4.0,10.0,2.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,4.0,1.0,11.0,12.0,1.0,12.0,1.0,1.0,0.6,1.0,4.0,6.0,379.0,0.0,1
1,1.0,0,5.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,13.0,10.0,1.0,12.0,5.0,1.0,2.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,6.0,1.0,13.0,1.0,1.0,0.4,1.0,4.0,11.0,379.0,0.0,1
0,1.0,1,6.0,1.0,13.0,7.0,1.0,14.0,1.0,1.0,3.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,3.0,1.0,13.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,4.0,8.0,1.0,13.0,1.0,1.0,1.1,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,10.0,2.0,1.0,13.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,1.0,1.0,22.0,4.0,2.0,12.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,22.0,6.2182755,2.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,1.0,1.0,22.0,12.0,2.0,12.0,1.0,1.0,2.9,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,4.0,1.0,10.0,3.0,1.0,13.0,1.0,1.0,2.1,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,9.0,2.0,13.0,1.0,1.0,1.6,1.0,4.0,0.0,379.0,0.0,1
1,1.0,0,4.0,1.0,11.108837,7.0,1.0,13.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0
1,1.0,0,5.0,1.0,13.0,8.0,2.0,12.0,1.0,1.0,2.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,4.0,1.0,22.0,12.0,1.0,13.0,5.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,16.0,8.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,1.0,1.0,16.0,7.0,1.0,9.0,1.0,1.0,4.9,1.0,4.0,6.0,379.0,0.0,1
1,1.0,1,6.0,1.0,13.0,8.0,2.0,12.0,1.0,1.0,1.8,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,16.0,12.0,2.0,12.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,7.0,1.0,13.0,12.0,1.0,12.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,13.0,6.0,1.0,13.0,1.0,1.0,3.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,1.0,7.0,1.0,13.0,1.0,1.0,1.2,1.0,0.0,0.0,0.0,3.0,0
1,1.0,1,4.0,1.0,11.0,6.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,4.0,1.0,14.0,1.0,1.0,13.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,6.0,1.0,14.0,6.0,1.0,14.0,1.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,9.0,1.0,12.0,1.0,1.0,86.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,4.0,2.0,2.0,14.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,0.0,2.0,1.0,12.0,1.0,2.0,2.2,1.0,0.0,0.0,0.0,3.0,0
1,1.0,0,4.0,1.0,4.0,1.0,1.0,13.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0
1,1.0,0,4.0,1.0,0.0,9.0,1.0,11.0,1.0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,5.0,1.0,2.0,7.0,2.0,12.0,1.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,6.0,1.0,1.0,12.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,10.0,8.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1,1.0,0,4.0,1.0,4.0,8.0,1.0,11.0,1.0,1.0,1.7,1.0,0.0,0.0,0.0,0.0,1
0,1.0,0,5.0,1.0,1.0,4.0,1.0,10.0,1.0,1.0,86.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,13.0,2.0,2.0,13.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,1
1,1.0,1,5.0,1.0,1.0,7.0,1.0,12.0,1.0,1.0,4.3,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,1.0,1.0,16.0,6.0,1.0,12.0,1.0,1.0,2.4,1.0,4.0,11.0,379.0,0.0,1
1,1.0,0,4.0,1.0,15.0,6.0,1.0,12.0,1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1
1,1.0,0,4.0,1.0,0.0,5.0,1.0,12.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0
0,2.0,1,4.0,1.0,19.75366,7.0,1.0,13.0,1.0,1.0,1.9,1.0,0.0,0.0,0.0,0.0,1
0,2.0,0,4.0,1.0,10.0,12.0,1.0,13.0,1.0,1.0,2.7,1.0,0.0,0.0,0.0,0.0,1
