Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
1,1,1,6,1,0,4,2,12,1,1,0.002830347,0,2,6,279,(400)435-0554x450,0
1,1,1,5,2,16,6,2,12,1,1,1.734035723,1,0,0,1,438.749.8627,1
1,1,1,5,1,16,12,1,13,1,1,1.430823167,1,0,2,1,001-804-995-5915x9342,1
1,1,0,4,1,0,3,2,13,1,1,0.753356347,1,0,0,0,615.559.5462x5178,0
1,1,0,4,1,0,5,2,12,1,1,0.135953575,0,0,0,0,001-409-670-8434x7299,0
0,1,0,6,1,14,5,1,13,1,1,3.010387721,1,0,0,1,3238248565,1
1,1,0,5,1,13,11,2,14,1,1,0.797134794,1,3,6,275,965-252-7030,1
1,1,0,4,1,0,5,1,7,1,3,0.188352403,0,0,0,260,+1-388-544-9452,0
1,1,0,5,1,20,8,2,12,1,1,2.485348754,1,0,0,0,6793602637,1
1,1,1,5,1,0,6,2,13,2,1,0.674089021,1,0,0,0,7288917271,1
1,1,0,6,1,0,3,1,13,1,3,0.360081401,1,0,0,0,+1-721-746-2475x94191,0
1,1,0,6,1,16,12,2,13,1,1,0.661744653,1,3,6,232,(366)916-3261,1
1,1,0,4,1,3,1,1,13,1,1,0.654010586,1,0,0,0,+1-406-605-2002x5216,1
1,1,0,6,1,3,4,1,13,1,1,3.921601765,1,0,0,0,+1-663-319-7629x932,1
1,2,1,5,1,16,12,2,13,1,2,1.88243942,1,0,0,0,846-869-6806x97260,1
1,1,0,4,1,13,2,2,3,1,1,1.685122166,1,0,0,1,(217)913-1278x0085,1
1,1,0,4,1,10,11,1,13,1,2,1.380122755,1,3,6,226,534.214.8132x41590,1
1,1,0,4,1,11,2,2,12,1,1,1.468421664,1,0,0,0,(784)314-2743x975,1
1,1,0,4,1,5,1,2,13,1,1,0.228074237,1,0,0,0,(899)585-6134,1
1,1,0,4,1,0,5,1,13,1,3,1.011319484,1,0,0,0,(348)603-8499,0
1,1,1,7,1,19,1,1,12,1,1,0.215841229,1,0,0,0,+1-600-419-7157,1
1,1,0,4,1,13,1,2,13,1,1,1.207717419,1,0,0,0,323-843-3845,1
1,1,0,4,1,14,10,2,12,1,1,3.795749569,1,0,0,1,+1-604-880-0107,1
1,1,1,2,1,13,1,2,12,1,1,2.041858827,1,0,0,0,+1-431-978-3619x27218,1
1,1,0,4,2,0,10,1,13,1,1,0.231878136,1,0,0,0,574.572.8888,1
1,1,0,4,2,0,4,1,12,2,1,0.165138997,0,0,0,0,(912)894-9261x10929,0
1,1,0,7,1,1,10,2,13,2,1,1.629482265,1,0,0,0,595.891.0967,1
1,1,1,7,1,0,1,1,12,1,1,0.916399902,0,0,0,1,539.785.4406x468,0
1,1,0,6,1,10,12,1,12,1,2,2.881112369,1,3,6,253,788-988-3082x562,1
1,1,0,1,1,4,5,1,12,1,1,6.266583294,0,0,0,0,357-827-2980x433,0
1,1,1,5,1,16,10,1,13,1,1,1.75303244,1,3,6,222,425-277-1598,1
1,1,0,4,1,4,10,2,12,1,1,3.809459218,1,0,0,0,001-715-722-3830x512,1
1,1,0,4,1,14,9,2,13,1,2,1.736047674,1,0,0,0,001-869-462-3858x4190,1
1,1,1,5,1,10,8,2,13,1,1,2.957713243,1,0,0,0,001-683-559-8053,1
1,1,1,5,1,10,5,2,12,1,1,2.568007799,1,0,0,0,+1-909-329-8332x54397,1
1,1,1,1,1,16,6,2,13,1,1,0.871011567,1,3,6,280,229.437.2252,1
1,1,1,1,1,13,5,2,13,1,1,1.555281327,1,0,0,1,+1-289-634-0321x7831,1
1,1,1,2,1,19,8,2,13,1,1,1.395415097,1,0,0,1,555.303.7437,1
1,1,1,5,1,19,5,1,13,2,1,3.245641528,1,0,0,1,(504)667-4604x97486,1
1,2,1,5,1,16,8,1,12,1,1,1.302161776,1,0,0,1,(271)522-8627,1
1,2,1,5,1,10,12,1,8,1,1,1.609084878,1,3,7,287,(416)756-5414x06593,1
1,2,1,7,1,16,11,2,13,1,1,2.738859176,1,0,0,0,580-696-4281,1
0,2,0,6,1,0,5,2,13,2,1,1.804971385,1,0,0,1,(211)704-0527,1
1,1,1,5,1,19,5,1,13,1,1,1.776876347,1,0,0,0,320-353-2012x192,1
1,1,1,4,1,16,12,2,2,1,2,1.604619008,1,0,0,1,352.448.3016,1
0,1,1,5,1,15,5,2,13,1,1,0.224286496,1,0,0,0,(288)768-5027x1354,1
1,1,1,2,1,16,12,2,12,1,1,1.388171316,1,3,6,240,+1-573-367-2875x16340,1
1,2,0,4,1,10,7,2,13,1,1,2.522995035,1,0,0,0,001-223-507-1460x6730,1
1,1,0,4,1,3,1,2,13,1,2,1.702872958,1,3,6,277,6274094268,1
1,1,1,5,2,0,3,2,13,4,2,1.145860269,1,3,0,1,+1-668-449-9180x18929,1
1,1,0,4,1,4,8,2,12,1,1,6.061585751,1,0,0,288,(306)628-5050x44221,1
1,2,0,4,1,0,9,1,12,1,1,0.61240341,1,0,0,1,274.793.8889,0
1,1,0,4,1,13,10,1,12,1,1,1.644794458,1,0,0,1,001-344-527-9526x539,1
1,2,0,6,1,0,12,2,13,1,2,0.482629942,1,0,0,1,001-607-931-0165x1402,1
1,1,0,4,1,3,10,2,13,1,1,1.531462417,1,0,0,0,860-571-7099x75764,1
1,1,0,4,1,14,5,2,12,1,1,3.016345669,1,0,0,1,001-599-333-2570x94732,1
1,1,0,4,1,3,2,1,13,1,2,0.378790751,1,0,0,0,(908)820-2109x83760,1
1,1,1,5,1,16,8,2,13,1,1,2.438738229,1,0,0,1,+1-823-248-8690x717,1
0,1,1,1,1,10,9,2,12,1,1,3.026962633,1,0,0,0,255-311-6576,1
1,2,0,6,1,20,1,1,12,1,1,0.649559111,1,0,0,1,394-881-8960x284,1
1,1,1,5,1,15,7,2,12,1,0,2.08027769,1,0,0,1,609-367-5223x39452,1
1,1,1,5,1,9,7,1,13,1,1,0.590365109,1,2,10,132,734-357-0703x268,1
1,1,1,3,1,10,9,1,13,2,1,1.517248498,0,3,0,284,+1-243-953-9052,1
1,1,0,5,1,10,1,2,12,1,1,1.993922625,1,0,0,0,578.432.5995x0155,1
1,1,0,4,1,0,5,1,13,1,2,1.21436615,1,0,0,0,625.239.1796,0
1,1,0,4,1,0,12,2,13,1,2,1.863009667,1,0,0,0,399.389.5658,0
1,1,1,5,1,16,3,1,13,1,1,2.476391066,1,0,0,1,(634)254-3034x8779,1
1,1,1,5,1,10,12,2,12,1,1,0.504872671,1,3,6,235,(420)718-9041x139,1
1,2,0,4,1,0,10,1,13,1,1,0.653051498,0,2,6,236,815-519-6801x815,0
1,1,0,5,1,13,1,2,12,1,2,0.94747371,1,0,0,0,+1-319-426-9081x53303,1
1,1,0,3,1,16,8,2,13,1,1,1.150412448,1,0,0,1,+1-663-439-2264,1
1,1,0,4,1,0,9,1,13,2,1,5.639349344,1,0,0,0,(503)856-2204,1
1,1,0,4,1,10,7,2,12,1,1,2.098505304,1,0,0,0,(618)472-4922x4546,1
1,2,0,4,1,4,3,2,7,1,2,0.407815269,1,1,6,245,(991)667-9111x86863,1
1,2,0,4,1,14,5,1,13,1,1,2.804858556,1,0,0,0,+1-502-572-4545,1
1,1,0,4,1,4,1,2,12,1,1,1.003445622,1,3,5,223,568-443-0559,1
1,1,1,5,1,16,7,1,1,1,1,1.526335497,1,0,0,1,296-341-7334x5221,1
1,1,0,4,1,13,8,1,13,3,1,0.959585889,1,0,0,0,920.294.9142x683,1
1,1,1,5,1,19,1,1,12,1,1,1.672639557,1,0,0,0,262.666.4711,1
1,1,0,6,1,3,1,2,5,1,1,1.049258315,1,2,10,120,(599)801-1126x827,1
1,1,0,4,1,0,10,1,13,1,0,1.354157337,1,0,0,0,221.595.5490,1
1,1,0,5,1,10,12,1,12,1,1,2.351299475,1,3,2,296,785-689-6867,1
1,1,1,5,1,20,12,1,13,1,1,2.370890985,1,0,0,0,479-595-8306,1
1,1,0,4,1,3,5,1,12,1,1,2.528790538,1,0,0,0,281.891.2642,1
1,1,1,5,2,15,5,1,2,1,2,1.166280433,1,3,0,0,(343)589-4291x0918,1
1,1,0,4,1,3,1,1,12,1,1,0.383376608,1,0,0,0,341-225-7543x649,0
1,1,0,4,1,14,4,1,12,1,1,5.614427116,1,0,0,1,+1-423-544-0174x98420,1
1,1,0,4,1,16,5,2,6,1,2,2.061796103,1,0,0,0,8248465279,1
1,1,0,4,1,13,12,2,13,1,1,4.271204455,1,0,0,0,878-746-3805x236,1
1,2,1,5,1,16,10,1,13,1,2,0.587518959,1,3,7,230,+1-853-307-8659,1
1,1,0,4,1,1,1,1,12,1,1,3.907274802,1,3,6,0,455.388.8799,1
1,1,0,3,1,10,2,2,12,1,1,6.351133819,1,0,0,1,9354575744,1
1,1,0,6,1,10,5,1,13,1,1,0.441615146,1,2,10,148,(710)629-2242x52913,1
1,1,1,2,1,10,5,2,13,1,1,1.43648956,1,0,0,0,559-579-7889x390,1
1,1,1,5,2,11,8,2,13,1,0,0.942109872,1,0,0,0,9783841042,1
0,1,0,7,1,20,10,2,13,1,2,1.445177924,1,0,0,0,2384870409,1
1,1,0,4,1,4,1,1,12,1,1,6.400765373,1,0,0,1,462.977.5979,1
1,1,1,5,2,10,12,1,13,2,1,0.40004038,1,0,0,1,867.745.5556x54066,1
1,1,1,7,2,0,8,1,13,3,1,1.447029458,0,0,0,0,423.907.4613,0
1,2,0,4,1,0,1,1,6,1,1,0.920199778,1,3,7,268,001-806-588-1745x742,0
1,1,0,4,1,14,1,1,12,1,1,0.826767487,1,0,0,0,+1-574-661-7747x5030,1
1,1,1,4,1,13,2,2,12,1,2,0.371721683,1,0,0,0,+1-334-893-1593,1
1,2,1,6,1,13,5,1,13,1,1,0.005252307,1,0,0,0,550.952.5436x2494,1
0,2,0,6,1,0,1,1,12,1,1,3.038149417,1,0,0,0,(461)260-5073,1
1,1,0,4,1,11,6,2,12,1,1,2.016979766,1,1,0,0,(946)639-9360,1
1,1,1,5,1,16,8,2,13,2,2,0.381755385,1,0,0,1,496-309-6065x069,1
1,1,0,4,1,3,5,2,12,1,1,0.271652946,1,0,0,0,(357)330-4578,1
1,1,0,4,1,16,1,1,12,1,0,0.122259216,1,0,0,0,001-904-208-2482x062,0
1,2,0,4,2,0,10,1,13,1,0,2.441018857,1,3,5,223,5349063340,0
1,1,1,5,1,15,12,1,12,1,1,1.857882478,1,0,0,0,001-730-739-1922,1
1,2,0,4,1,14,7,2,13,2,1,1.725503711,1,0,0,1,(813)497-3309x05607,1
1,1,1,5,1,16,8,1,13,1,1,1.599583522,1,0,0,1,(911)882-6705x359,1
1,1,0,4,2,0,9,2,13,4,1,0.991879303,1,0,0,0,(710)670-4979x6064,0
1,1,0,4,1,9,5,1,12,1,1,1.297459244,1,3,7,300,981.926.2267x84637,1
1,1,0,1,1,0,7,1,13,2,2,1.450753016,1,0,0,0,3672520711,0
0,1,0,4,2,0,1,2,13,1,4,3.212466004,0,0,0,1,235.695.0381x3715,0
1,1,0,4,1,3,10,1,14,1,1,1.023785742,1,0,0,1,+1-693-506-3497x8293,1
1,1,1,5,1,15,6,1,13,2,1,1.093345316,1,0,0,0,213-604-5790,1
1,1,1,4,1,10,6,2,12,1,1,1.472606485,1,3,7,283,7173103176,1
1,2,1,5,1,0,7,1,13,2,1,1.148741081,0,3,0,0,493-498-0508,0
1,2,1,5,1,9,7,1,12,1,1,4.557994133,1,2,6,150,001-399-207-6305x2716,1
1,1,0,4,1,3,9,1,13,3,1,0.934601088,1,0,0,256,+1-998-557-1417x98858,1
1,2,0,4,1,16,12,1,12,1,1,6.590599719,1,0,0,0,(520)959-6608,1
1,1,0,4,1,3,3,1,12,1,1,1.4968395,1,0,6,1,504.687.0027x073,1
1,1,0,4,1,0,11,1,12,1,1,2.109999268,1,0,0,0,+1-794-289-9347x73949,0
1,1,1,5,2,16,8,1,13,1,2,4.068301724,1,0,0,0,(362)353-5222x2048,1
1,1,0,4,1,3,8,2,12,1,1,0.639004004,1,0,0,0,9867787803,1
1,1,0,4,2,13,9,1,13,3,1,0.956263808,1,0,0,0,+1-302-719-2064,1
1,1,0,4,1,4,1,2,13,2,2,2.319557224,1,0,0,1,4999473080,1
0,1,0,6,2,4,5,2,13,1,1,1.723040819,1,0,0,1,5455022046,1
1,1,1,5,1,16,7,2,12,1,1,1.429400534,1,4,6,332,(960)911-8284,1
1,1,1,1,1,0,12,1,13,1,1,0.86465879,1,0,0,0,(610)957-1190,1
1,2,1,5,1,15,8,2,13,1,1,2.10853556,1,0,0,1,898-977-5206x03474,1
0,1,0,6,1,20,6,1,13,2,1,0.578560188,1,0,0,1,001-551-899-8481x739,1
1,1,0,4,1,4,5,1,13,1,2,2.527822768,1,0,0,0,(878)773-6352x591,1
1,1,0,4,1,10,1,1,13,2,2,1.738329073,1,0,0,0,001-743-725-1968,1
0,2,0,6,1,13,4,2,13,1,1,0.270105686,1,0,0,1,6394466175,1
1,1,0,4,1,16,12,2,13,1,1,6.548004551,1,3,5,284,(740)246-2010,1
1,1,1,5,1,9,1,2,14,1,1,1.595189858,1,3,7,298,550-663-1222x1126,1
1,1,1,2,1,14,7,2,13,2,1,2.221566517,1,0,0,1,+1-245-466-8414x329,1
1,1,0,4,1,19,5,1,13,1,2,1.713949187,1,0,0,1,540.612.8678x1468,1
1,1,0,4,1,10,5,2,13,1,1,1.523549056,1,0,5,291,9123945576,1
1,1,1,4,2,16,4,1,13,1,1,2.296941733,1,3,5,290,+1-825-563-7260x32239,1
1,1,1,5,1,10,1,1,13,1,1,0.938772445,1,0,0,0,001-877-516-3067x8321,1
1,1,0,4,1,0,5,2,13,1,1,0.347082704,1,0,0,0,993-701-8475,1
1,1,1,5,1,16,3,2,13,1,1,3.849912082,1,0,0,0,(303)291-7446,1
1,1,1,4,1,0,12,2,12,2,1,1.370590599,1,0,0,1,+1-385-708-6340x811,0
1,1,1,4,1,10,9,2,13,1,1,2.599789533,1,0,0,0,001-321-711-5179,1
1,1,1,5,1,13,7,2,12,1,1,6.536983308,1,0,7,1,001-632-385-5564,1
1,1,1,5,2,10,6,1,12,1,2,1.616382437,1,0,0,0,(525)658-4520x816,1
1,2,1,5,2,0,12,1,12,1,2,1.16009685,1,0,0,0,766.523.6315x9402,0
1,1,0,4,1,7,8,2,13,1,2,0.964875887,1,0,0,0,876.484.5327,1
1,1,0,4,1,4,12,2,13,1,1,0.277649662,1,0,0,0,(351)505-3386,1
1,1,0,4,1,0,1,1,13,1,2,0.931258322,0,0,0,0,+1-789-795-9782x878,0
1,2,0,4,1,14,12,1,12,1,2,1.751969824,1,0,0,0,784-431-8042x238,1
1,1,0,4,1,3,10,2,13,1,2,6.398113401,1,3,5,290,(933)282-6151x52569,1
1,1,0,4,1,4,7,2,12,1,1,3.319815329,1,0,0,0,243.678.5835,1
1,1,0,6,2,0,7,1,13,1,1,0.808065622,0,3,6,282,877-742-7263x4298,0
1,2,0,4,2,0,10,1,13,1,2,2.605749104,0,0,0,0,(982)825-3231x80426,0
1,1,1,5,1,20,2,2,13,1,1,1.553460338,1,0,0,0,001-461-535-9285x00647,1
1,1,0,5,2,16,10,2,13,1,0,1.323053838,1,3,0,0,439-776-3452x23172,1
1,1,0,4,1,4,6,2,12,1,2,2.433097561,1,0,0,0,+1-428-433-9515x728,1
1,1,0,5,1,0,12,1,12,1,2,2.862111766,1,0,0,0,001-555-233-3896x98907,1
1,1,0,4,1,13,5,1,13,1,2,1.704854134,1,0,0,1,+1-263-400-3839x93958,1
1,1,0,4,1,3,1,1,12,1,1,2.36433554,1,0,0,1,(773)899-2382,1
1,2,1,6,1,13,10,1,12,1,1,0.171859444,1,3,7,288,+1-884-971-4956x48858,1
1,1,0,4,1,0,5,1,12,1,1,1.504108245,1,0,0,1,5155576609,0
1,1,1,5,1,15,11,1,13,1,1,1.502231671,1,0,0,1,264-284-6677x0940,1
1,1,1,5,2,10,8,1,13,3,1,0.745650101,1,0,0,0,001-666-702-1460x333,1
1,1,1,1,1,16,1,2,12,1,1,1.657918375,1,3,7,298,001-662-301-4831x0257,1
1,1,1,5,2,16,11,1,13,1,1,0.005764187,1,0,0,0,740-299-5090,1
1,1,0,4,1,4,5,1,2,1,1,1.531043629,1,0,0,1,+1-490-810-2027x9148,1
1,2,0,4,1,14,5,2,6,1,1,6.204361352,1,0,0,0,985.671.1692x5319,1
1,1,1,5,1,15,8,1,13,1,1,1.591756574,1,0,0,0,(988)409-3020x07469,1
1,2,1,5,1,10,8,1,13,1,1,0.178218481,1,0,0,1,001-362-793-4636,1
1,1,0,5,1,10,12,1,12,1,1,2.710566951,1,3,7,286,(284)310-8536x96437,1
1,1,0,4,1,0,6,2,12,1,2,2.253605894,1,3,6,268,287.257.1482x90535,0
1,1,1,7,1,0,11,2,12,1,1,2.586567226,0,0,0,256,4444553926,0
1,2,1,5,1,16,9,1,12,1,1,1.475049389,1,0,0,0,001-945-691-1742,1
1,1,0,4,1,6,4,2,12,1,1,1.04832118,1,2,2,295,001-945-736-4184,1
1,1,1,7,1,16,6,2,13,1,2,1.324614407,1,0,9,217,(495)930-3258,1
0,1,1,4,1,10,3,2,13,1,1,1.006724492,1,0,0,0,348-329-7782x882,1
1,1,1,5,1,20,4,2,13,1,1,0.41221951,1,4,2,3,992-902-0591,1
1,1,0,4,1,3,7,2,7,1,1,2.642479146,1,0,0,0,3124443107,1
1,2,0,4,1,10,1,1,12,1,1,0.697537056,1,0,0,0,(266)871-8580,1
1,1,0,4,2,4,9,1,12,1,0,1.468283972,1,0,0,0,(843)998-0963x347,1
1,1,0,5,1,16,9,2,12,1,1,1.648363759,1,0,0,0,001-213-280-8637x40964,1
1,2,0,4,2,4,10,1,13,1,1,0.537180121,1,0,0,1,534-797-0489,1
1,2,1,5,1,15,1,2,13,1,1,1.392425737,1,0,0,0,300.217.2199,1
1,1,1,5,2,0,8,1,5,1,1,0.905953824,0,0,0,0,(502)367-8499x2678,0
1,1,0,6,1,0,5,1,4,1,4,0.502909624,1,0,0,0,420-670-6989,0
1,1,0,4,1,6,2,2,13,1,1,0.863410756,1,0,0,0,+1-799-843-1683,1
1,1,0,7,1,0,12,2,12,1,1,1.84735608,0,3,6,233,312-785-9228,0
1,1,1,7,2,19,3,2,13,1,1,1.609539681,1,0,0,0,001-461-448-8817x166,1
1,1,1,4,1,0,3,1,7,1,2,3.194513668,1,3,6,1,484.200.8310x5252,0
1,1,1,5,1,15,7,2,13,1,1,1.437056284,1,0,0,1,(860)396-1191x903,1
1,1,1,7,2,0,8,1,13,1,1,5.026220581,0,0,0,0,539.667.6244x7701,0
1,1,0,4,1,10,6,2,4,1,1,8.247176638,1,0,2,268,923.626.8249x009,1
1,1,0,4,1,3,8,2,13,1,1,1.637186625,1,0,0,1,+1-326-479-2328x63102,1
1,1,0,4,1,11,10,2,13,1,1,0.416127908,1,0,0,1,001-334-680-0410x74722,1
1,1,1,5,1,15,8,1,13,1,1,2.983397781,1,0,0,0,671-234-0690x7323,1
1,1,0,4,2,0,2,1,13,1,0,2.276728908,1,0,0,0,(794)652-1546,1
1,1,0,4,2,13,10,1,13,1,1,1.795438561,1,0,0,0,(503)610-4626,1
1,1,0,4,1,0,5,2,12,1,1,2.429985964,1,3,0,1,001-325-804-2677x2772,0
1,1,0,4,1,0,1,1,13,2,1,0.395065084,0,0,0,222,(419)905-0150x6417,0
0,1,1,5,1,16,11,1,12,1,1,0.206415139,1,0,0,0,+1-622-438-8869,1
1,1,0,4,1,4,12,2,12,1,1,1.705954716,1,0,0,1,+1-245-864-9933x9119,1
1,2,0,4,1,0,5,1,13,1,1,2.757263883,1,0,0,0,(946)682-1972x36656,1
1,1,1,2,1,16,12,1,12,5,1,1.221981061,1,0,0,1,706.324.8825x43276,1
0,1,1,5,1,15,4,2,12,1,1,1.667300882,1,0,0,0,+1-963-663-8503x04349,1
1,1,0,4,2,14,2,2,13,1,1,0.0,1,0,0,0,001-887-462-4023x495,1
1,1,0,4,1,10,3,2,14,1,2,1.098738338,1,3,7,291,(355)221-6841,1
1,1,1,5,1,10,12,2,12,1,1,5.249998649,1,0,0,0,647.355.0878,1
1,1,1,5,1,10,2,2,13,1,1,2.295308707,1,3,6,261,+1-885-510-1942x61235,1
1,1,0,4,1,0,6,1,13,1,1,0.16814998,0,0,0,1,001-824-868-8116x508,0
