Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
38,1,2,4,1,10,7,1,1,2,1,2,0,3,8,124,0,1
39,1,2,3,1,14,9,1,13,2,1,3,0,4,0,76,1,0
38,2,2,6,2,9,12,2,12,2,1,2,0,3,2,107,3,1
45,2,2,6,1,17,5,2,1,2,1,2,1,2,11,13,0,0
33,2,1,5,1,1,5,1,8,2,1,2,1,3,8,70,0,0
37,1,2,4,1,13,4,2,1,2,2,1,1,2,3,108,1,1
38,1,2,7,1,10,2,2,13,2,1,1,0,3,0,74,0,0
42,1,2,3,1,12,4,2,5,2,1,1,1,4,7,108,2,1
42,1,2,4,1,10,11,2,8,2,3,2,0,3,10,106,2,1
44,1,2,5,1,13,10,2,5,2,1,2,1,0,7,69,2,1
38,2,2,4,2,14,3,1,12,2,1,3,1,0,0,64,1,1
41,2,1,5,1,13,5,1,12,2,1,3,1,0,0,98,0,1
43,1,1,4,1,3,2,1,5,2,1,1,1,4,0,66,0,1
36,2,2,5,1,14,6,2,4,2,1,3,0,3,2,78,2,1
44,1,2,5,2,8,11,2,9,2,2,2,0,0,11,90,0,1
39,1,2,6,1,13,3,1,13,2,4,3,1,0,9,62,0,0
38,1,2,4,2,5,9,2,2,2,0,2,1,0,0,43,1,0
48,1,2,4,1,13,2,1,13,2,1,1,1,0,0,92,0,0
45,1,2,4,1,13,6,2,13,2,1,1,0,0,0,37,0,0
40,1,2,4,1,14,7,2,1,2,1,3,0,0,8,58,0,1
47,1,2,4,1,13,3,2,1,2,1,1,1,0,3,61,3,1
41,1,2,4,1,10,4,1,12,2,1,2,1,0,0,71,1,1
40,1,1,5,1,14,5,1,12,1,1,2,0,3,0,121,3,1
44,1,1,5,1,16,11,1,12,2,1,2,1,0,0,113,3,1
44,1,2,4,1,9,2,2,9,2,1,2,1,0,0,136,0,1
36,2,2,4,1,12,7,2,13,2,1,2,1,3,7,71,0,1
47,1,2,5,1,15,5,2,13,2,1,0,1,0,0,55,0,1
42,2,2,5,1,1,5,1,8,2,1,2,0,0,6,34,0,1
40,1,2,5,1,17,2,1,13,1,1,2,0,1,0,50,0,0
34,2,2,4,1,0,7,1,2,2,1,3,1,3,0,84,0,1
42,1,2,4,1,14,11,2,12,1,3,3,0,0,9,90,1,0
37,1,2,5,1,14,3,2,1,1,2,2,1,0,0,80,1,1
44,1,2,6,1,16,12,2,13,2,1,2,0,0,0,72,0,1
38,1,1,4,1,16,2,1,0,1,1,0,0,3,0,116,0,0
40,1,2,1,1,13,10,1,0,2,0,2,1,4,7,62,1,0
41,2,2,1,1,14,10,1,2,2,1,3,1,0,11,23,1,1
40,1,2,5,1,13,4,1,9,2,1,2,1,0,7,144,3,1
42,1,2,5,1,4,1,1,13,2,3,0,0,3,3,121,0,1
33,1,2,2,1,0,8,2,1,1,1,3,1,0,0,70,0,1
37,1,2,7,1,8,4,1,13,1,1,1,1,0,0,75,0,1
30,1,2,4,1,10,5,1,13,1,1,0,1,0,0,12,0,1
36,1,1,4,1,3,7,1,13,1,1,0,1,0,0,66,0,1
34,1,1,4,1,16,7,1,4,1,1,2,1,0,0,69,0,1
37,1,2,4,2,12,2,1,6,1,1,2,1,1,2,122,0,1
38,1,2,4,1,3,2,2,10,2,1,2,1,0,0,66,0,1
32,1,2,5,1,6,1,1,4,2,1,1,1,3,0,88,0,1
36,1,2,4,1,5,2,1,13,1,1,1,1,0,0,27,0,1
34,1,1,4,1,15,2,1,10,2,1,1,1,0,0,10,0,1
38,1,1,2,1,10,7,1,12,2,1,1,1,0,0,55,0,1
39,1,2,4,1,3,4,1,1,1,1,3,1,0,0,75,0,1
34,1,2,2,1,2,3,2,1,1,1,3,1,0,0,15,0,1
37,1,2,4,2,10,7,1,2,1,1,3,1,0,0,32,0,1
36,1,2,4,1,13,4,1,8,2,1,4,1,3,7,155,0,1
40,1,2,7,1,5,1,2,2,2,1,2,1,0,0,51,0,1
28,1,2,4,1,11,3,1,13,1,1,1,1,0,0,4,0,1
36,1,1,5,1,16,6,1,12,2,0,3,1,0,0,51,0,1
49,1,2,4,1,10,6,1,3,2,1,1,1,0,0,41,0,1
41,1,2,5,1,13,6,1,11,2,1,3,1,0,0,124,0,1
42,2,2,4,1,13,8,1,4,1,1,2,1,0,0,33,0,1
42,1,2,5,1,16,9,1,11,2,1,4,1,0,0,59,0,1
41,1,2,5,1,2,9,1,11,2,4,4,1,0,9,97,0,1
47,1,2,3,1,14,6,2,12,2,1,1,1,0,0,28,0,1
43,1,2,5,1,13,6,1,12,2,1,2,1,0,0,74,0,1
40,1,2,2,1,12,6,1,0,2,1,0,1,0,0,124,0,1
33,1,2,4,1,12,3,2,12,2,1,1,1,0,5,65,0,1
46,1,2,4,1,10,3,2,12,2,1,2,1,0,0,5,0,1
39,1,2,5,1,16,8,1,13,2,1,2,1,0,0,16,0,1
34,1,1,6,1,12,6,1,12,1,1,3,1,3,7,119,1,0
44,1,2,5,1,2,1,2,13,2,1,3,1,0,0,22,0,1
45,1,2,5,1,0,5,2,13,2,1,0,1,0,0,39,0,1
43,1,2,2,1,13,6,2,7,2,1,3,1,3,7,149,0,1
40,1,2,4,1,10,9,1,8,2,1,2,1,3,11,186,3,1
38,1,2,4,1,1,10,1,8,2,1,1,1,4,2,80,0,1
46,1,1,5,1,1,11,1,12,2,1,2,1,0,0,106,0,1
35,1,2,6,1,13,9,1,13,2,1,2,1,4,0,99,0,1
38,1,1,2,1,13,6,1,8,2,1,2,1,3,0,149,2,1
40,1,1,4,1,1,10,1,13,1,1,2,1,0,0,109,3,1
37,1,1,3,1,20,7,1,12,2,1,4,1,0,0,94,0,1
38,1,1,5,1,1,1,1,12,1,1,2,1,0,0,113,0,1
41,1,2,4,1,12,4,1,1,2,1,3,1,3,2,201,2,1
35,1,1,5,1,12,11,1,12,1,1,4,1,0,0,53,0,1
31,1,1,6,1,12,9,1,12,1,1,2,1,3,2,97,0,1
41,1,1,3,1,13,8,2,13,1,2,4,1,0,0,6,0,1
37,1,1,4,1,12,4,2,5,1,1,2,0,4,0,143,3,1
41,1,2,5,1,13,12,2,13,2,2,6,1,0,0,18,0,1
46,1,2,4,1,20,11,1,12,2,1,2,1,0,0,157,0,1
32,1,1,4,1,13,6,2,12,2,1,1,1,0,0,30,0,1
40,1,2,4,1,8,7,1,12,1,1,3,1,0,0,106,0,1
30,1,1,7,1,3,2,1,12,1,1,0,1,0,11,66,0,0
39,1,2,3,1,16,6,1,13,2,1,2,1,0,0,156,0,1
41,1,1,5,1,2,5,2,8,2,1,0,1,3,11,193,0,1
45,1,1,5,1,15,8,1,9,2,1,4,1,3,7,369,0,1
36,2,2,4,1,12,5,2,5,2,1,5,1,3,4,135,0,1
36,1,2,4,1,12,5,1,13,2,1,1,1,3,11,102,1,1
37,2,2,1,1,12,6,1,12,2,1,1,1,3,7,242,0,1
39,1,2,4,1,16,5,1,6,2,1,2,1,4,10,146,0,1
40,1,2,5,1,16,5,2,12,1,1,4,1,0,0,88,0,1
34,1,2,4,1,16,5,1,12,2,1,0,1,0,8,89,1,1
42,1,1,4,1,17,12,1,13,2,1,4,1,3,7,174,0,1
47,1,2,5,1,13,10,2,13,2,1,2,1,0,0,76,0,1
45,1,2,5,1,11,2,1,13,2,1,0,1,0,0,87,0,1
39,1,2,4,1,13,4,2,12,1,2,4,1,0,0,50,3,1
42,1,2,4,1,13,4,1,12,1,1,2,1,0,0,79,0,1
53,1,1,5,1,4,10,2,13,2,1,1,1,0,0,53,0,1
50,1,1,4,1,16,2,1,9,2,1,4,1,4,8,238,0,0
37,1,2,2,1,11,1,2,12,1,1,2,1,0,0,37,0,1
48,1,1,4,1,1,7,2,12,1,1,4,1,3,8,236,0,1
53,1,1,5,1,15,7,1,13,2,1,2,1,3,0,176,0,1
44,1,1,2,1,21,10,1,4,1,1,2,1,3,7,254,1,1
44,1,2,4,1,21,2,2,12,2,1,2,1,3,5,325,1,1
49,2,2,5,1,0,10,1,9,1,1,3,1,3,7,299,0,1
45,1,1,5,1,16,10,1,10,1,1,2,1,0,0,3,1,1
44,1,1,5,1,13,8,1,13,2,1,3,1,0,0,8,0,1
25,1,2,4,1,13,6,1,13,2,1,2,1,0,0,24,0,1
50,1,1,5,1,15,12,1,14,1,1,1,1,3,0,222,0,1
49,1,1,4,1,16,6,1,8,2,1,2,1,4,0,118,0,1
28,1,2,4,1,13,6,1,13,2,1,1,1,3,0,87,0,1
32,1,2,4,1,13,6,2,8,2,1,3,1,3,6,145,1,1
25,1,2,5,1,22,5,1,0,1,1,0,1,0,0,12,0,1
40,1,1,5,1,16,9,1,2,1,1,4,1,1,7,177,0,0
38,1,2,4,1,14,8,1,14,1,1,4,1,0,0,31,0,1
48,2,2,4,1,5,10,2,4,2,2,2,1,3,4,188,2,1
36,1,1,5,1,16,6,1,13,2,1,5,1,0,0,60,0,1
28,1,2,6,1,13,10,2,9,2,1,2,1,0,0,27,0,1
27,1,2,4,1,13,4,2,13,2,1,2,1,0,0,9,0,1
35,1,2,4,1,13,10,2,6,2,1,1,1,3,7,137,0,1
39,1,2,4,1,1,1,2,8,3,1,1,1,0,0,116,0,1
23,1,2,6,1,13,6,2,12,2,1,1,1,3,9,67,0,1
29,1,2,4,1,13,10,2,7,2,1,3,1,3,7,165,0,1
34,1,2,4,1,13,12,2,1,1,1,2,1,3,7,191,0,1
38,1,2,4,1,16,3,1,12,2,1,1,1,0,11,131,0,1
59,1,1,4,1,21,1,1,1,2,1,4,0,0,0,125,0,1
48,1,2,5,1,16,2,1,13,1,1,1,1,3,0,164,0,1
48,1,1,5,1,16,12,2,13,1,1,1,1,0,0,5,0,1
52,1,1,5,1,5,2,1,13,2,1,3,0,3,9,119,1,0
44,1,1,5,1,16,6,1,12,2,1,5,1,0,0,24,1,1
31,1,2,4,1,14,12,1,13,2,1,5,1,3,0,127,0,1
33,1,2,1,1,15,2,1,13,2,1,1,1,0,0,124,0,1
36,1,1,1,1,13,6,1,3,2,1,2,1,0,0,93,0,1
38,1,1,4,1,14,7,2,13,1,1,1,1,3,2,161,0,1
26,1,2,1,1,6,5,2,4,2,1,1,1,0,0,11,0,1
45,1,2,4,1,22,4,2,10,1,1,1,1,0,0,100,0,1
32,1,1,7,1,22,2,1,12,2,1,6,1,0,0,36,0,0
57,1,1,5,1,10,4,2,13,2,1,1,1,0,0,9,0,1
32,1,2,4,1,13,3,1,12,3,1,2,1,0,0,59,0,1
29,1,2,5,1,4,10,1,13,2,1,0,1,1,0,91,0,1
