Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
1,1,0,6,2,17,4,2,13,2,4,2,1,1,5,7,2,0
0,1,1,4,1,20,11,1,2,2,1,3,1,3,3,67,0,0
0,1,0,4,2,6,9,1,11,2,4,3,1,2,10,42,0,1
1,2,1,1,2,5,12,2,0,2,4,2,1,4,8,-30,2,0
0,1,0,1,1,18,5,2,1,2,2,2,1,2,0,122,2,0
1,1,0,7,2,7,8,2,4,2,0,3,0,3,6,99,0,1
0,1,1,4,2,4,1,2,5,2,1,3,1,0,3,40,1,1
0,2,0,3,1,10,3,2,12,2,1,3,0,4,8,32,1,1
1,2,0,5,2,21,6,1,14,2,1,2,0,0,5,43,0,1
1,1,1,2,2,11,9,1,14,2,1,3,0,2,4,47,3,0
0,1,1,1,2,18,6,1,8,2,1,3,0,1,7,93,0,0
1,2,1,2,2,15,6,1,7,2,0,2,0,3,2,84,1,0
1,1,1,1,2,11,9,1,3,2,3,2,0,4,9,116,3,0
1,1,1,7,2,9,10,1,14,2,1,1,1,2,4,44,2,0
1,1,0,4,2,11,10,1,5,2,0,2,0,3,10,70,3,1
1,1,1,1,2,10,7,1,4,2,1,2,1,2,3,46,0,0
0,2,0,6,2,20,12,1,8,2,0,2,1,1,8,33,2,1
0,1,1,7,2,2,7,2,8,2,1,3,1,3,9,51,1,1
1,2,0,3,1,15,2,2,8,2,0,1,0,2,0,57,2,1
1,1,1,6,2,15,7,2,3,1,4,3,1,2,2,71,3,1
0,1,0,3,1,20,5,2,6,2,1,2,1,1,3,15,1,0
0,1,0,6,2,7,4,1,7,2,3,2,1,2,2,61,3,0
1,2,0,4,2,16,5,1,2,2,2,2,1,3,0,53,2,0
0,2,1,3,1,5,8,1,5,2,2,3,0,3,11,15,0,0
0,1,1,3,1,15,2,2,3,2,0,2,0,1,6,66,3,1
0,1,1,7,2,5,11,1,14,2,2,3,0,3,0,63,2,0
0,1,1,5,2,20,2,1,3,2,4,3,1,3,3,36,0,0
1,2,0,2,2,22,9,2,0,2,4,3,0,2,4,104,2,0
0,2,0,6,2,14,10,2,2,2,1,1,1,0,11,45,0,0
0,1,0,3,1,15,3,1,6,2,2,2,0,4,5,10,2,0
0,1,0,3,1,18,4,1,6,2,0,2,0,4,9,24,1,1
0,2,0,1,1,10,8,1,1,2,1,2,0,0,7,31,1,1
1,2,1,7,1,16,12,2,2,2,2,2,0,2,2,73,3,1
1,1,0,5,2,0,2,1,10,2,2,3,1,1,6,33,3,0
0,1,0,3,1,0,1,1,3,2,1,2,1,1,7,5,3,0
0,2,0,6,1,7,6,1,7,2,4,2,1,3,6,56,2,0
0,1,1,2,1,20,11,1,2,2,2,2,0,0,7,35,3,0
0,1,0,6,2,17,5,2,5,2,3,3,1,0,3,36,2,1
0,1,0,1,1,21,6,1,3,2,0,1,0,3,6,18,0,1
1,1,0,6,1,21,1,2,2,2,2,2,0,4,0,116,2,0
0,1,1,7,1,8,1,1,10,2,2,2,1,3,11,75,1,1
0,1,1,3,2,14,12,1,2,2,2,3,1,0,2,71,2,0
1,1,0,1,2,0,3,2,13,2,0,1,1,4,2,27,3,0
1,1,0,1,2,3,3,1,8,2,1,3,1,0,8,-4,1,1
0,2,0,6,2,3,6,2,7,2,3,2,1,1,11,-16,1,1
1,1,0,4,2,18,10,1,4,2,1,2,1,4,5,10,3,1
1,1,0,3,2,1,2,2,5,2,2,2,0,3,6,106,1,0
1,2,1,7,2,4,3,1,8,2,0,1,0,0,0,26,2,1
1,2,1,2,2,11,7,1,11,2,2,2,1,3,7,81,2,1
0,2,0,2,2,15,10,2,3,2,3,2,0,0,10,108,3,0
0,2,1,4,2,13,3,2,14,2,3,3,1,1,4,27,3,0
1,1,0,3,2,19,2,2,9,2,0,2,1,3,9,93,2,0
1,1,0,5,2,4,10,2,5,2,4,2,1,0,11,38,3,1
0,1,0,6,1,8,6,2,11,2,0,3,0,0,10,79,1,0
0,2,0,3,1,17,5,2,8,2,4,2,1,0,7,74,2,1
0,1,1,6,2,19,3,1,7,2,0,2,0,2,3,56,0,1
0,1,1,2,1,19,8,1,8,1,0,3,0,3,6,103,1,1
0,1,1,6,1,4,10,1,9,2,4,2,1,1,8,45,2,0
0,1,1,2,2,0,6,1,9,2,4,2,1,1,8,30,0,0
0,1,1,3,1,9,7,2,10,2,3,3,0,3,2,67,2,0
