PAYMENT-DAY,QUANT-ADDITIONAL-CARDS,POSTAL-ADDRESS-TYPE,SEX,MARITAL-STATUS,QUANT-DEPENDANTS,EDUCATION-LEVEL,FLAG-RESIDENCIAL-PHONE,RESIDENCE-TYPE,MONTHS-IN-RESIDENCE,FLAG-MOBILE-PHONE,FLAG-EMAIL,PERSONAL-MONTHLY-INCOME,OTHER-INCOMES,FLAG-VISA,FLAG-MASTERCARD,FLAG-DINERS,FLAG-AMERICAN-EXPRESS,FLAG-OTHER-CARDS,QUANT-BANKING-ACCOUNTS,QUANT-SPECIAL-BANKING-ACCOUNTS,PERSONAL-ASSETS-VALUE,QUANT-CARS,COMPANY,FLAG-PROFESSIONAL-PHONE,MONTHS-IN-THE-JOB,OCCUPATION-TYPE,FLAG-HOME-ADDRESS-DOCUMENT,FLAG-RG,FLAG-CPF,FLAG-INCOME-PROOF,PRODUCT,FLAG-ACSP-RECORD,AGE,class-label
20,0,2,1,7,1,0,N,4.0,6,N,0,9178,377,0,0,1,0,0,0,0,-3315,1,N,Y,1,0.0,0,0,0,0,2,N,0,1
5,0,1,1,3,1,0,N,1.0,10,N,0,3466,212,1,1,1,1,1,1,0,4688,1,N,N,1,3.0,0,0,0,0,1,N,0,1
10,0,2,0,0,1,0,Y,3.0,10,N,1,2965,-258,0,1,1,1,1,0,0,1923,1,Y,Y,1,5.0,0,0,0,0,1,N,1,0
10,0,1,1,1,1,0,Y,2.0,11,N,1,981,-534,1,1,1,0,0,0,0,1118,1,N,Y,1,4.0,0,0,0,0,2,N,0,0
5,0,2,0,4,1,0,Y,3.0,15,N,1,3553,134,1,1,1,1,1,1,0,-944,1,N,N,0,1.0,0,0,0,0,1,N,1,1
10,0,2,0,6,1,0,N,2.0,12,N,1,-740,-419,1,1,1,0,0,1,1,5501,1,Y,Y,0,2.0,0,0,0,0,1,N,0,1
15,0,2,1,1,1,0,Y,2.0,17,N,0,-1138,-267,0,0,1,0,1,0,0,-2541,1,N,Y,1,4.0,0,0,0,0,1,N,1,1
25,0,2,1,3,1,0,N,2.0,9,N,1,8901,138,1,0,1,0,0,0,1,1707,1,N,Y,1,3.0,0,0,0,0,1,N,0,1
15,0,2,0,2,1,0,Y,5.0,9,N,1,2419,-28,0,0,1,1,0,0,0,-2514,1,N,Y,1,4.0,0,0,0,0,7,N,1,0
20,0,1,0,2,1,0,Y,2.0,11,N,1,8651,-385,0,1,1,0,1,1,1,-1562,1,N,N,1,1.0,0,0,0,0,1,N,1,1
25,0,1,1,3,1,0,Y,1.0,7,N,1,3001,438,1,0,1,1,0,0,0,8183,1,N,N,1,5.0,0,0,0,0,2,N,1,1
1,0,2,1,5,1,0,Y,2.0,9,N,1,412,40,1,1,1,0,1,1,0,3179,1,N,Y,1,1.0,0,0,0,0,2,N,1,0
25,0,1,0,6,1,0,Y,1.0,9,N,1,2425,-328,0,1,0,0,1,1,0,2526,1,N,Y,1,5.0,0,0,0,0,1,N,0,1
10,0,1,0,4,2,0,N,0.0,12,N,1,-2240,-446,0,0,0,0,0,0,1,1196,1,N,N,0,5.0,0,0,0,0,1,N,1,1
10,0,1,1,2,1,0,Y,4.0,12,N,1,5153,10,1,0,0,1,0,0,0,6060,1,N,N,1,2.0,0,0,0,0,2,N,1,0
10,0,2,1,6,1,0,N,5.0,10,N,0,1106,341,1,0,0,0,0,0,0,7112,1,N,N,1,0.0,0,0,0,0,1,N,0,1
1,0,2,0,5,1,0,Y,2.0,10,N,0,-2668,-635,0,1,0,1,1,1,0,5502,1,Y,N,0,3.0,0,0,0,0,2,N,0,1
25,0,1,1,5,1,0,Y,0.0,9,N,0,2095,-55,1,0,0,1,0,0,0,6571,1,Y,N,1,5.0,0,0,0,0,1,N,0,0
15,0,2,0,5,1,0,N,2.0,14,N,0,-864,368,1,1,0,1,1,0,0,1608,1,Y,N,0,0.0,0,0,0,0,1,N,1,1
5,0,2,0,1,1,0,N,3.0,17,N,1,3480,-218,0,0,1,0,0,0,0,1795,1,Y,N,1,1.0,0,0,0,0,2,N,0,1
