Age,Language,Sex,Marital,Has-Credit,Field,Month-of-birth,Day-of-birth,Region,Number_of_credits,Linked-cards,INPS_mln_sum,INPS-yes-no,Score-level,Score-class,Score_point,Changed-phone-number,class-label
48,2,1,6,1,3,10,2,14,2,1,3,1,1,0,22,0,1
32,1,1,5,1,4,11,2,11,2,1,3,1,2,7,14,0,1
34,2,1,2,1,12,3,2,11,2,2,2,1,4,5,85,0,1
35,1,2,2,1,3,5,2,3,2,1,2,1,0,11,60,0,1
41,2,1,7,1,12,6,1,9,2,1,1,1,1,0,73,2,1
40,2,1,4,1,20,7,1,12,2,3,3,1,1,7,33,0,1
35,1,1,5,1,9,7,2,12,1,1,1,1,2,11,94,0,1
33,2,2,6,1,4,3,2,8,2,0,2,1,1,0,88,0,1
38,1,2,5,1,17,11,1,11,2,2,1,1,0,0,84,2,0
32,1,2,4,2,7,7,1,14,2,1,2,0,2,8,17,1,1
35,1,2,5,1,4,3,2,12,2,1,3,1,3,0,89,1,1
40,2,2,1,1,14,7,2,11,2,1,1,0,0,5,118,0,1
34,2,1,2,1,6,7,1,14,1,4,1,1,4,2,47,0,1
40,1,2,1,1,13,3,2,13,1,1,1,1,3,0,21,0,1
41,2,1,5,1,11,10,1,0,2,4,2,1,3,3,93,2,1
35,2,1,4,1,21,6,1,14,1,2,3,1,4,7,67,1,1
40,1,2,5,1,13,3,2,13,1,1,3,1,0,8,55,0,1
37,1,1,4,1,12,7,1,12,2,3,3,1,3,8,23,0,1
44,1,2,6,1,21,3,1,0,2,4,2,1,0,0,41,0,0
43,2,2,5,2,12,1,1,9,2,1,3,1,1,0,43,2,1
42,2,2,5,1,13,8,1,11,1,1,4,1,4,0,86,0,1
28,1,1,4,1,11,7,1,12,2,4,2,1,3,8,59,0,1
41,2,1,5,1,12,1,1,10,2,2,3,1,1,3,99,0,1
41,2,2,2,1,14,8,1,10,2,1,3,1,4,0,79,0,1
37,1,1,4,1,2,7,2,10,1,1,3,1,4,7,72,0,1
45,1,2,5,1,0,2,1,13,1,4,3,1,3,0,27,0,1
33,1,2,2,2,22,7,1,5,2,1,3,0,3,8,88,0,1
39,1,2,6,1,11,3,1,13,2,2,2,1,0,6,61,0,0
33,2,2,4,1,13,9,2,13,2,2,1,1,3,3,8,1,1
38,1,1,7,1,5,7,2,12,2,3,3,1,2,0,17,1,1
39,2,2,5,1,10,1,2,13,1,1,3,1,1,0,51,0,1
37,2,1,5,1,20,9,2,4,2,1,1,1,1,0,9,0,1
40,1,1,4,1,2,7,1,6,2,1,2,1,0,11,129,0,1
41,2,2,2,1,6,8,1,0,2,1,3,1,0,9,117,0,1
49,2,2,2,1,3,1,1,12,2,1,2,1,0,0,180,0,1
35,1,2,4,1,18,4,2,4,2,1,4,1,0,0,33,0,1
42,1,2,5,1,17,3,2,8,2,1,2,1,0,0,84,0,1
35,1,2,4,1,16,11,1,9,2,1,3,1,0,0,95,0,1
40,1,2,4,1,14,4,1,12,2,1,4,1,0,0,44,0,1
27,1,2,4,1,6,12,1,8,2,1,3,1,0,5,45,0,1
27,1,2,4,1,6,1,1,4,2,1,3,1,0,4,47,0,1
29,1,1,4,1,7,7,2,8,2,1,0,1,0,8,64,0,1
42,1,1,4,1,8,3,2,8,1,1,1,1,0,0,49,0,1
37,1,2,4,1,10,8,1,8,2,1,3,1,0,0,31,0,1
29,2,2,4,1,14,7,1,8,2,3,1,1,4,0,1,1,1
30,1,2,4,1,18,1,1,6,2,1,3,1,0,0,98,0,1
36,1,2,4,1,16,11,1,4,2,1,4,1,3,0,96,0,1
41,1,2,4,1,17,1,2,4,2,1,3,1,0,0,0,0,1
31,1,1,7,1,10,12,1,1,2,0,2,1,0,10,31,0,1
31,1,2,4,1,10,3,2,9,2,1,3,1,0,0,1,0,1
31,1,2,4,1,21,8,1,1,2,1,3,0,4,8,61,2,1
36,1,2,4,1,14,8,1,13,2,1,1,1,0,0,37,0,1
49,1,2,5,1,12,10,1,13,1,1,3,1,0,0,35,0,1
49,1,2,7,1,13,4,1,13,2,1,2,1,0,0,69,0,1
42,1,1,4,1,9,8,1,12,2,1,2,1,0,11,63,0,1
41,1,2,5,1,6,7,1,12,2,1,2,1,0,0,13,0,1
